arm,ticker,accession,formation,span,flagged,quote,condition,localised,keyword_flagged,host_sector
unplanted_reread,ABEO,0001493152-20-006853,2020-05-31,,False,,,False,True,Health Care
unplanted_reread,RCL,0001104659-20-141047,2021-01-31,,False,,,False,True,Consumer Discretionary
unplanted_reread,OGS,0001193125-21-180550,2021-06-30,,False,,,False,True,Utilities
unplanted_reread,ADTN,0001193125-23-204377,2023-10-31,,True,"Although new customer acquisitions remain near an all-time high, we anticipate the second half of 2023 will continue to present challenges due to customers optimizing inventory and the macroeconomic environment.",macroeconomic environment,True,True,Information Technology
unplanted_reread,FE,0001031296-21-000004,2021-03-31,,False,,,False,True,Utilities
unplanted_reread,CCK,0001219601-18-000033,2018-09-30,,False,,,False,False,Materials
unplanted_reread,AVD,0001193125-25-115977,2025-07-31,,False,,,False,True,Materials
unplanted_reread,CCCC,0001564590-22-023555,2022-06-30,,False,,,False,False,Health Care
unplanted_reread,VRTX,0000875320-21-000020,2021-06-30,,False,,,False,False,Health Care
unplanted_reread,ASPN,0000950170-25-061852,2025-07-31,,False,,,False,False,Materials
unplanted_reread,ZIP,0001617553-26-000004,2026-04-30,,False,,,False,False,Communication
unplanted_reread,BLMN,0001546417-24-000170,2025-01-31,,False,,,False,True,Consumer Discretionary
unplanted_reread,AMCX,0001514991-23-000035,2023-10-31,,False,,,False,True,Communication
unplanted_reread,AKR,0001564590-21-010639,2021-03-31,,False,,,False,True,Real Estate
unplanted_reread,AMCX,0001193125-20-246295,2020-10-31,,False,,,False,True,Communication
unplanted_reread,OPRX,0001213900-24-111528,2025-01-31,,False,,,False,False,Health Care
unplanted_reread,TNYA,0000950170-25-009946,2025-01-31,,False,,,False,True,Health Care
unplanted_reread,ARR,0001428205-20-000348,2021-02-28,,False,,,False,False,Financials
unplanted_reread,BHE,0000863436-18-000033,2018-09-30,,False,,,False,False,Information Technology
unplanted_reread,AGL,0001628280-25-022679,2025-07-31,,False,,,False,True,Health Care
unplanted_reread,OXY,0001140361-20-029193,2021-01-31,,False,,,False,True,Energy
unplanted_reread,PRGO,0001585364-25-000153,2025-12-31,,False,,,False,True,Health Care
unplanted_reread,UAL,0001104659-20-110493,2020-10-31,,False,,,False,True,Industrials
unplanted_reread,CLVT,0001104659-22-118941,2022-12-31,,False,,,False,True,Industrials
unplanted_reread,XNCR,0001326732-25-000063,2025-07-31,,False,,,False,False,Health Care
unplanted_reread,NTLA,0000950170-22-024693,2022-12-31,,False,,,False,True,Health Care
unplanted_reread,AMLX,0001193125-24-062878,2024-05-31,,False,,,False,True,Health Care
unplanted_reread,ARRY,0001193125-24-158325,2024-06-30,,False,,,False,True,Industrials
unplanted_reread,SRPT,0001564590-21-000577,2021-03-31,,False,,,False,True,Health Care
unplanted_reread,NVAX,0001104659-22-106808,2022-12-31,,False,,,False,False,Health Care
unplanted_reread,SPG,0001104659-20-140015,2021-02-28,,False,,,False,False,Real Estate
unplanted_reread,BBBY,0001104659-18-073205,2018-12-31,,False,,,False,True,Consumer Discretionary
unplanted_reread,CABA,0000950170-24-110389,2024-09-30,,False,,,False,False,Health Care
unplanted_reread,ASAN,0001477720-26-000019,2026-04-30,,False,,,False,True,Information Technology
unplanted_reread,BKD,0001332349-21-000004,2021-01-31,,False,,,False,False,Health Care
unplanted_reread,SLB,0001193125-20-301712,2021-01-31,,False,,,False,False,Energy
unplanted_reread,BHR,0001574085-24-000014,2024-03-31,,False,,,False,False,Real Estate
unplanted_reread,BLNK,0001493152-24-009599,2024-04-30,,False,,,False,False,Industrials
unplanted_reread,ABEO,0001493152-20-004018,2020-05-31,,False,,,False,False,Health Care
unplanted_reread,PCG,0000950157-19-000727,2019-08-31,,False,,,False,True,Utilities
unplanted_reread,FIVE,0001193125-24-221442,2024-09-30,,False,,,False,False,Consumer Discretionary
unplanted_reread,TRGP,0001193125-20-215722,2020-10-31,,False,,,False,False,Energy
unplanted_reread,RUN,0001469367-21-000221,2021-10-31,,False,,,False,False,Industrials
unplanted_reread,MKC,0000063754-20-000184,2021-01-31,,False,,,False,False,Consumer Staples
unplanted_reread,TFIN,0001539638-25-000022,2025-12-31,,False,,,False,True,Financials
unplanted_reread,NCLH,0001558370-20-011712,2020-10-31,,False,,,False,False,Consumer Discretionary
unplanted_reread,BHR,0001574085-24-000008,2024-04-30,,False,,,False,False,Real Estate
unplanted_reread,CRNC,0001193125-24-284230,2025-01-31,,False,,,False,True,Information Technology
unplanted_reread,ACET,0000950170-24-035366,2024-04-30,,False,,,False,False,Health Care
unplanted_reread,AMRC,0001488139-24-000006,2024-03-31,,False,,,False,True,Industrials
unplanted_reread,BTU,0001193125-21-022513,2021-02-28,,False,,,False,True,Energy
unplanted_reread,AAT,0001500217-21-000016,2021-03-31,,False,,,False,False,Real Estate
unplanted_reread,ARR,0001428205-21-000044,2021-02-28,,False,,,False,False,Financials
unplanted_reread,LYFT,0001759509-22-000030,2022-06-30,,False,,,False,True,Industrials
unplanted_reread,KMX,0001170010-26-000006,2026-04-30,,False,,,False,False,Consumer Discretionary
unplanted_reread,ADV,0001193125-26-065365,2026-04-30,,False,,,False,True,Communication
unplanted_reread,SAM,0001564590-21-047356,2021-10-31,,False,,,False,False,Consumer Staples
unplanted_reread,AVD,0001193125-24-065851,2024-04-30,,False,,,False,True,Materials
unplanted_reread,BHR,0001104659-20-055826,2020-05-31,,False,,,False,False,Real Estate
unplanted_reread,WTI,0001104659-25-003486,2025-01-31,,False,,,False,False,Energy
unplanted_reread,BCBP,0001193125-24-015410,2024-03-31,,False,,,False,False,Financials
unplanted_reread,HPP,0001482512-21-000018,2021-03-31,,False,,,False,False,Real Estate
unplanted_reread,BRO,0000079282-18-000035,2018-12-31,,False,,,False,True,Financials
unplanted_reread,ADMA,0001193805-21-000004,2021-01-31,,False,,,False,False,Health Care
unplanted_reread,AHT,0001232582-20-000003,2020-02-29,,False,,,False,False,Real Estate
unplanted_reread,NTRA,0001104659-22-046150,2022-06-30,,False,,,False,False,Health Care
unplanted_reread,JELD,0001674335-25-000003,2025-01-31,,False,,,False,True,Industrials
unplanted_reread,APLD,0001144879-24-000125,2024-06-30,,False,,,False,False,Information Technology
unplanted_reread,AAP,0001193125-23-244749,2023-10-31,,False,,,False,False,Consumer Discretionary
planted_condition,AGEN,0001193125-18-325489,2018-12-31,"Payment of the Dividend is conditioned upon the Board not having revoked the dividend prior to the Payment Date, including for a material change to the solvency or surplus analysis presented to the Board.",False,,,False,False,Health Care
planted_condition,HELE,0000916789-22-000076,2022-12-31,"the satisfaction of conditions to the closing of the Rasmussen Acquisition, including the failure to obtain or delay in obtaining required regulatory and accreditor approvals",False,,,False,True,Consumer Discretionary
planted_condition,WNC,0000879526-25-000032,2025-07-31,"require us to achieve certain concessions from our renewable contract customers by September 30, 2018 that will generate at least $25.0 million of incremental benefits to us",False,,,False,False,Industrials
planted_condition,BWB,0001558370-23-016721,2023-10-31,uncertainty relating to adverse litigation outcomes and the timing of resolution of litigation matters,False,,,False,True,Financials
planted_condition,CAR,0000950142-24-000731,2024-03-31,"assessing the spread of the virus across the state, its impact on the reliability of our global supply chain and that ripple effect on the 787 program",False,,,False,False,Industrials
planted_condition,LW,0001679273-24-000067,2024-09-30,These estimates incorporate projected customer demand in light of recently announced industry consolidation and the current expectations regarding end-consumer demand for ready-to-drink glass and can volumes.,True,These estimates incorporate projected customer demand in light of recently announced industry consolidation and the current expectations regarding end-consumer demand for ready-to-drink glass and can volumes.,end-consumer demand for ready-to-drink glass and can volumes,True,True,Consumer Staples
planted_condition,BTU,0001193125-20-025061,2020-02-29,"While market conditions in the Permian completions market are expected to remain challenging, Atlas is well positioned to enhance our market position and generate meaningful Adjusted Free Cash Flow in 2026.",False,,,False,True,Energy
planted_condition,ARE,0001104659-26-019662,2026-04-30,continuing waivers of financial covenants related to our bank credit facilities and private placement notes,True,continuing waivers of financial covenants related to our bank credit facilities and private placement notes,continuing waivers of financial covenants,True,True,Real Estate
planted_condition,BW,0001630805-19-000017,2019-04-30,"The offering is expected to close on September 19, 2024, subject to market and other conditions, including the Company amending its existing ABL credit agreement to among other things increase the commitments by $50 million to $325 million.",True,requiring our independent registered public accounting firm certify our consolidated financial statements without a going concern qualification,independent registered public accounting firm certifying consolidated financial statements without a going concern qualification,False,True,Industrials
planted_condition,EQT,0001104659-19-013388,2019-04-30,"In response to the uncertainties related to COVID-19 and the resulting high market volatility, performance under the STI Plan for fiscal year 2021 will be based on two six-month measurement periods, which allows the Company to more effectively establish performance goals under the plan.",False,,,False,False,Energy
planted_condition,CAG,0001193125-19-017870,2019-03-31,"This decision was based on cost-reduction initiatives intended to reduce operating expenses, sharpen the Company s focus on a set of key growth priorities, and target cash flow positive operations within the second half of 2023.",False,,,False,False,Consumer Staples
planted_condition,MPC,0001510295-20-000095,2020-10-31,"The Company expects to explore with potential strategic partners financings, commercial ventures or asset sales that are intended to enhance the Company s liquidity and financial flexibility. The Company cannot provide assurance that its exploration will result in pursuing a transaction or that any transaction, if pursued, will be completed on attractive terms.",False,,,False,True,Energy
planted_condition,ALIT,0001193125-26-079261,2026-04-30,"Given the drop in travel demand and financial outlook for United Airlines, it is extremely unlikely that either of these programs will pay out for 2020.",False,,,False,False,Industrials
planted_condition,ARDX,0001558370-19-002233,2019-04-30,the U.S. Food and Drug Administration is allowing the Company s Bayview manufacturing facility to resume production of Johnson Johnson s Covid-19 vaccine bulk drug substance,False,,,False,False,Health Care
planted_condition,BCRX,0001171843-23-004942,2023-10-31,"DENALI Part 2, if successful, has the potential to support an accelerated approval, subject to FDA review.",False,,,False,True,Health Care
planted_condition,BGSF,0001474903-20-000071,2021-01-31,We firmly believe that the erosion in our market capitalization was driven by the effects of the COVID-19 pandemic on the stock market and that a return to normalcy in the markets will cause our market capitalization to recover.,True,We firmly believe that the erosion in our market capitalization was driven by the effects of the COVID-19 pandemic on the stock market and that a return to normalcy in the markets will cause our market capitalization to recover.,return to normalcy in the markets,True,False,Industrials
planted_condition,M,0000794367-20-000116,2020-10-31,"COVID-19 has negatively impacted, and may continue to impact, the ability or desire of people to travel, including on cruises, and may impact our ability to obtain acceptable financing to fund any resulting shortfalls in cash from operations.",False,,,False,False,Consumer Discretionary
planted_condition,TWLO,0001447669-22-000141,2022-10-31,"We believe that as markets return to normal, our continued focus on these measures, will lead to sustainable margin expansions and shareholder value creation in the mid-term.",False,,,False,True,Information Technology
planted_condition,ZD,0001084048-25-000071,2025-12-31,"AMC s ability to obtain additional liquidity, which if not realized or insufficient to generate the material amounts of additional liquidity that will be required unless it is able to achieve more normalized levels of operating revenues, likely would result with AMC seeking an in-court or out-of-court restructuring of its liabilities",False,,,False,True,Communication
planted_condition,DJT,0001140361-25-039596,2025-12-31,"it is very difficult to predict when theatre attendance levels will normalize, which we expect will depend on the widespread availability and use of effective vaccines for the coronavirus.",True,"it is very difficult to predict when theatre attendance levels will normalize, which we expect will depend on the widespread availability and use of effective vaccines for the coronavirus.",widespread availability and use of effective vaccines for the coronavirus,True,True,Communication
planted_condition,LXRX,0001062822-24-000064,2025-01-31,"The restructuring plan resulted from a company-wide review of our organizational structure, operational budgets, current and future capital projects and existing capability and infrastructure undertaken in response to industry challenges, including increased competition, downward pricing pressure and resulting volume reductions.",False,,,False,False,Health Care
planted_condition,OGS,0001193125-21-180550,2021-07-31,PSCo filed a request with the Colorado Public Utilities Commission (CPUC) to recover $263 million in weather-related electric costs and $287 million in incremental gas costs over 24 months with no financing charge.,False,,,False,True,Utilities
planted_condition,AVB,0001104659-21-029172,2021-03-31,"The Highly Regulated Life Science Industry Has Confronted the Cumulative Impact of a Wave of Market, Regulatory, Policy, and Global Headwinds",False,,,False,False,Real Estate
planted_condition,WLFC,0001018164-25-000138,2025-12-31,The Company plans to continue to proactively evaluate and cancel flights on a rolling 60-day basis until it sees signs of a recovery in demand.,True,The Company plans to continue to proactively evaluate and cancel flights on a rolling 60-day basis until it sees signs of a recovery in demand.,recovery in demand,True,True,Industrials
planted_condition,BSET,0001437749-18-017984,2018-12-31,"The current, and uncertain future, impact of the COVID-19 outbreak, including its effect on the ability or desire of people to travel (including on cruises), is expected to continue to impact our results, operations, outlooks, plans, goals, reputation, litigation, cash flows, liquidity, and stock price",False,,,False,False,Consumer Discretionary
planted_condition,MRNA,0001682852-22-000045,2022-10-31,its ability to receive regulatory approval from the FDA and comparable foreign authorities for its product candidates,False,,,False,True,Health Care
planted_condition,EIX,0000827052-21-000018,2021-03-31,"PG E believes that any securitization of costs relating to the 2017 Northern California wildfires would not occur, if at all, until (a) PG E has paid claims relating to the 2017 Northern California wildfires, (b) PG E has filed application for recovery of such costs and (c) the CPUC makes a determination that such costs are just and reasonable or in excess of the Disallowance Threshold.",False,,,False,True,Utilities
planted_condition,IPGP,0001111928-19-000007,2019-03-31,"In light of the Joint Release, the Company expects that it will have access to substantially all of its corporate deposits and cash held in trust on behalf of its customers at SVB.",False,,,False,False,Information Technology
planted_condition,AROC,0001104659-21-027733,2021-02-28,"Upon the termination of the LCF Forbearance Agreement, if a further forbearance is not agreed to, the lenders could require the Company to cash collateralize the outstanding principal balance of the loans and all other amounts owing under the Letter of Credit Agreement.",False,,,False,False,Energy
planted_condition,BHR,0001104659-20-054454,2020-05-31,The Company and the institutional investors entered into the Third Amendment to extend the Covenant Relief Period previously provided by the Second Amendment and to modify certain provisions of the Existing Note Purchase Agreement in light of the continuing financial and operational impacts of the COVID-19 pandemic on the Company and its tenants and borrowers.,False,,,False,False,Real Estate
planted_condition,HLF,0001193125-19-009020,2019-03-31,"There can be no assurance as to the ultimate outcome of the Joint Juice Litigation, including no assurance that the California Federal Settlement will be approved by the U.S. District Court or that the Multistate Settlement will be approved by the California Superior Court.",False,,,False,False,Consumer Staples
planted_condition,PPL,0000922224-21-000017,2021-06-30,"the impact of the 2017 and 2018 Northern California wildfires, including whether the Utility will be able to timely recover costs incurred in connection therewith in excess of the Utility's currently authorized revenue requirements",False,,,False,True,Utilities
planted_condition,OGS,0001587732-21-000022,2021-03-31,"The terms and conditions of Mr. Vesey s compensation arrangements are subject to the approval of the U.S. Bankruptcy Court for the Northern District of California (the Bankruptcy Court ), where the Chapter 11 cases of the Corporation and the Utility are pending.",False,,,False,True,Utilities
planted_condition,WVE,0001193125-26-183563,2026-04-30,"Following productive discussions between Atara and the U.S. Food and Drug Administration (FDA), the FDA and Atara are now aligned on analytical comparability between manufacturing process versions. This alignment supports Atara s ability to pool the pivotal clinical trial data from different process versions in the Biologics License Application (BLA) submission.",False,,,False,False,Health Care
planted_condition,HE,0000354707-21-000008,2021-03-31,"the impact of the 2017 and 2018 Northern California wildfires, including whether the Utility will be able to timely recover costs incurred in connection therewith in excess of the Utility's currently authorized revenue requirements",False,,,False,True,Utilities
planted_condition,ASPN,0000950170-23-002903,2023-04-30,"Absent a recovery in the Company s stock price, the Company expects to record a significant non-cash impairment within goodwill and other intangible assets.",True,"Absent a recovery in the Company s stock price, the Company expects to record a significant non-cash impairment within goodwill and other intangible assets.",recovery in the Company's stock price,True,True,Materials
planted_condition,ARQT,0001193125-21-189048,2021-06-30,The FDA's decision regarding the NDA is now expected in the fourth quarter of 2025.,False,,,False,False,Health Care
planted_condition,BLNK,0001493152-23-003711,2023-04-30,"While navigating this pandemic, we are committed to three goals: 1. Ensuring adequate cash to weather the downturn; 2. Reducing our cash burn by removing as much expense as possible; and 3. Restoring confidence in air travel.",False,,,False,True,Industrials
planted_condition,WOOF,0000950170-24-105135,2024-09-30,"will become earned 100% upon achievement of at least 3% positive same store sales growth for four consecutive quarters over a specified performance period that ends on February 1, 2028",False,,,False,True,Consumer Discretionary
planted_condition,ADUS,0001193125-21-236284,2021-10-31,"If the FDA does not accept the data from the Company s prior TRANQUILITY II Phase 3 trial, the Company may be required to conduct additional clinical trials which would increase its costs and delay potential submission of an sNDA for BXCL501 which in turn would adversely affect its financial position and operations.",False,,,False,False,Health Care
planted_condition,BYND,0001655210-24-000017,2024-03-31,These estimates incorporate projected customer demand in light of recently announced industry consolidation and the current expectations regarding end-consumer demand for ready-to-drink glass and can volumes.,False,,,False,True,Consumer Staples
planted_condition,AMRC,0001488139-23-000166,2023-10-31,EB works with local authorities and businesses to create the infrastructure the United Kingdom needs to meet the 2050 net zero emissions target and prepare for the 2030 ban on the sale of new petrol and diesel cars and vans.,False,,,False,False,Industrials
planted_condition,EQT,0001104659-20-003265,2020-02-29,unless the Company s liquidity equals or exceeds the principal amount of each of the respective senior notes series that remain outstanding on each of the respective springing maturity dates,True,unless the Company s liquidity equals or exceeds the principal amount of each of the respective senior notes series that remain outstanding on each of the respective springing maturity dates,liquidity equaling or exceeding principal amount of outstanding senior notes on springing maturity dates,True,True,Energy
planted_condition,EQT,0001104659-19-040347,2019-08-31,unless the Company s liquidity equals or exceeds the principal amount of each of the respective senior notes series that remain outstanding on each of the respective springing maturity dates,False,,,False,True,Energy
planted_condition,BRO,0000079282-19-000008,2019-03-31,uncertainty relating to adverse litigation outcomes and the timing of resolution of litigation matters,False,,,False,False,Financials
planted_condition,ROL,0000084839-21-000004,2021-10-31,"The vaccine is not being distributed as quickly as any of us believed, and new restrictions on international travel that require customers to have a negative COVID-19 test have dampened demand.",False,,,False,True,Industrials
planted_condition,SSTI,0001193125-24-269175,2025-01-31,the amount of available credit under the Credit Line and the approval of each draw may be reduced or declined by the Bank due to changes in Chinese government regulations and/or changes in Global Technology s financial and operational condition at the time of each requested draw,False,,,False,False,Information Technology
planted_condition,CRMT,0001171843-24-004987,2024-09-30,NCLC borrowed under the Fourth Amended and Restated Credit Agreement and the Norwegian Epic Credit Agreement as a precautionary measure in order to increase its cash position and facilitate financial flexibility in light of current uncertainty in the global markets resulting from the COVID-19 outbreak.,False,,,False,True,Consumer Discretionary
planted_condition,PLTR,0001193125-22-214147,2022-10-31,"with our broad portfolio and geographic reach, uniquely positioning us to benefit from what we anticipate to be a return to normalized spending",False,,,False,True,Information Technology
planted_condition,CHGG,0001364954-22-000037,2022-06-30,"COVID-19 has negatively impacted, and may continue to impact, the ability or desire of people to travel, including on cruises, and may impact our ability to obtain acceptable financing to fund any resulting shortfalls in cash from operations.",False,,,False,False,Consumer Discretionary
planted_condition,BGS,0001558370-20-001316,2020-02-29,"This decision was based on cost-reduction initiatives intended to reduce operating expenses, sharpen the Company s focus on a set of key growth priorities, and target cash flow positive operations within the second half of 2023.",False,,,False,False,Consumer Staples
planted_condition,APLD,0001144879-24-000125,2024-05-31,"Completion of the transactions contemplated by the Merger Agreement is subject to customary closing conditions, including the receipt of regulatory approvals.",False,,,False,True,Information Technology
planted_condition,ATRO,0000008063-20-000015,2020-05-31,"Under the terms of the DPA, the criminal information will be dismissed after three years, provided that the Company fully complies with its obligations under the DPA.",True,"These actions, combined with others we have taken in recent weeks, position us well to survive the COVID-19 market disruption that we anticipate.",COVID-19 market disruption,False,True,Industrials
planted_condition,AROC,0001104659-21-026369,2021-02-28,"The Amended Agreement also provides for contingent earnout payments to the Seller of up to $260 million based upon future commodity prices, with upside participation beginning at a $2.75 Henry Hub natural gas price or a $50 WTI oil price.",True,"The Amended Agreement also provides for contingent earnout payments to the Seller of up to $260 million based upon future commodity prices, with upside participation beginning at a $2.75 Henry Hub natural gas price or a $50 WTI oil price.",future commodity prices (Henry Hub natural gas price or WTI oil price),True,True,Energy
planted_condition,ETR,0000065984-21-000121,2021-03-31,the effectiveness of our ongoing discussions with the U.S. Attorney s Office of the S.D. Ohio to resolve its investigation with respect to us,False,,,False,False,Utilities
planted_condition,AXSM,0001564590-21-036470,2021-07-31,The FDA's decision regarding the NDA is now expected in the fourth quarter of 2025.,True,The FDA's decision regarding the NDA is now expected in the fourth quarter of 2025.,FDA approval decision,True,False,Health Care
planted_condition,CDE,0000215466-19-000067,2019-03-31,We have taken actions to reduce costs to deliver the earnings it is capable of generating and we will assess opportunities to optimize its footprint to return it to levels of profitability that provide an appropriate return on investment,False,,,False,True,Materials
planted_condition,TWLO,0001193125-22-151997,2022-06-30,"with our broad portfolio and geographic reach, uniquely positioning us to benefit from what we anticipate to be a return to normalized spending",False,,,False,True,Information Technology
planted_condition,MEG,0000950170-25-006702,2025-01-31,"require us to commence a process by February 28, 2019 to refinance our revolving credit facility",False,,,False,False,Industrials
planted_condition,BRBR,0001628280-25-052201,2025-12-31,"The Company can regain compliance at any time during the six-month cure period if, on the last trading day of any calendar month during the six-month cure period, the Common Stock has (i) a closing price of at least $1.00 per share and (ii) an average closing price of at least $1.00 per share over the 30 consecutive trading-day period ending on the last trading day of that month.",True,"The Company can regain compliance at any time during the six-month cure period if, on the last trading day of any calendar month during the six-month cure period, the Common Stock has (i) a closing price of at least $1.00 per share and (ii) an average closing price of at least $1.00 per share over the 30 consecutive trading-day period ending on the last trading day of that month.",stock price recovery above $1.00 per share,True,False,Consumer Staples
planted_condition,ALGN,0001097149-22-000062,2022-12-31,"To regain compliance with the Price Criteria for Capital or Common Stock, the Company anticipates pursuing a reverse stock split, subject to approval by the Company s stockholders.",False,,,False,True,Health Care
planted_condition,BXC,0001301787-20-000006,2020-05-31,"While it will take time for the vaccine to be widely distributed, the Company s confidence is even stronger in the recovery and the trajectory of the rebound in 2021 and beyond.",False,,,False,True,Industrials
planted_condition,KEX,0001140361-21-006340,2021-02-28,"require us to commence a process by February 28, 2019 to refinance our revolving credit facility",False,,,False,False,Industrials
planted_condition,BYRN,0001437749-26-011756,2026-04-30,Widespread vaccinations among our customers and our employees will be essential to Delta's sustained recovery and the start of our rebound.,True,Widespread vaccinations among our customers and our employees will be essential to Delta's sustained recovery and the start of our rebound.,Widespread vaccinations among customers and employees,True,False,Industrials
planted_condition,AMC,0001104659-20-123668,2021-01-31,"The Transaction will enhance consumer choice by making available a broad set of programming offerings, and is subject to regulatory approvals, Fubo shareholder approval, and the satisfaction of other customary closing conditions.",False,,,False,True,Communication
planted_condition,EQT,0001104659-19-002753,2019-03-31,condition Occidental s obligation to accept for purchase and to pay for any of the Subject Notes on its receipt of proceeds from an issuance of senior unsecured debt securities with an aggregate principal amount of at least $2 billion,False,,,False,False,Energy
planted_condition,CCL,0000815097-20-000111,2021-02-28,"As we look ahead, we are planning for the crisis to continue to impact our business in the near-term",False,,,False,False,Consumer Discretionary
planted_condition,BCC,0001328581-25-000090,2025-12-31,"assessing the spread of the virus across the state, its impact on the reliability of our global supply chain and that ripple effect on the 787 program",False,,,False,False,Industrials
planted_condition,BYND,0001655210-25-000193,2025-12-31,"We believe that temporarily increasing our maximum consolidated leverage ratio is a prudent measure given the current difficult consumer environment in the packaged foods industry, our working capital needs and tariff uncertainty.",True,"We believe that temporarily increasing our maximum consolidated leverage ratio is a prudent measure given the current difficult consumer environment in the packaged foods industry, our working capital needs and tariff uncertainty.",consumer environment in the packaged foods industry,True,True,Consumer Staples
planted_condition,CDNA,0001193125-22-298916,2022-12-31,"Between 0% and 200% of the PSUs can be earned based on the Company s achievement of stock price hurdles over a three-year period from March 1, 2020 through February 28, 2023, with 50% of such units earned at a stock price of $8.00 per share and 200% of such units earned at a stock price of $20.00 per share.",False,,,False,False,Health Care
