arm,ticker,accession,formation,span,flagged,quote,condition,localised,keyword_flagged,host_sector
planted_condition,WLFC,0001018164-25-000156,2025-12-31,"the risk that the funding of its loan guarantee from the DOE may be delayed and the risk that the Company may not be able to satisfy all of the technical, legal, environmental or financial conditions acceptable to the DOE to receive the full loan guarantee",False,,,False,False,Industrials
planted_condition,ACDC,0001104659-25-123836,2025-12-31,"In light of the uncertainties related to COVID-19 and the significant negative impact that a weakened commodity price environment have had on the outlook for the industry rig count, H P has preliminarily reassessed certain portions of its cost structure",False,,,False,False,Energy
planted_condition,AHT,0001232582-19-000046,2019-08-31,"In addition, even after the restrictions are lifted, the propensity of people to travel and for businesses to hold conferences will likely remain below historical levels for an additional period of time that is difficult to predict.",False,,,False,False,Real Estate
planted_condition,OXY,0001140361-20-019096,2020-10-31,"Upon the termination of the Term Loan B Forbearance Agreement, if a further forbearance or debt restructuring is not agreed to, the lenders could accelerate the outstanding principal balance of the loans and all other amounts owing under the TLB Credit Agreement and other loan documents, in which case substantially all of the Company s other outstanding debt would become payable on demand.",True,"Upon the termination of the Term Loan B Forbearance Agreement, if a further forbearance or debt restructuring is not agreed to, the lenders could accelerate the outstanding principal balance of the loans and all other amounts owing under the TLB Credit Agreement and other loan documents, in which case substantially all of the Company s other outstanding debt would become payable on demand.",agreement on further forbearance or debt restructuring following Term Loan B Forbearance Agreement termination,True,False,Energy
planted_condition,RUN,0001193125-21-237695,2021-10-31,"we are required to achieve certain concessions from our renewable contract customers that will generate at least $25.0 million of incremental benefits to us from September 30, 2018 to October 31, 2018",False,,,False,False,Industrials
planted_condition,PSX,0001534701-20-000160,2021-01-31,unless the Company s liquidity equals or exceeds the principal amount of each of the respective senior notes series that remain outstanding on each of the respective springing maturity dates,True,unless the Company s liquidity equals or exceeds the principal amount of each of the respective senior notes series that remain outstanding on each of the respective springing maturity dates,liquidity equals or exceeds the principal amount of outstanding senior notes,True,True,Energy
planted_condition,LW,0001104659-21-127749,2021-10-31,"There can be no assurance as to the ultimate outcome of the Joint Juice Litigation, including no assurance that the California Federal Settlement will be approved by the U.S. District Court or that the Multistate Settlement will be approved by the California Superior Court.",False,,,False,True,Consumer Staples
planted_condition,HE,0000354707-21-000014,2021-03-31,A hearing and a CPUC decision on the settlement is expected in the first quarter of 2022.,False,,,False,False,Utilities
planted_condition,MOH,0001437749-25-035866,2025-12-31,"In order to have sufficient cash to fund the Company s operations thereafter, the Company anticipates it will need to raise additional capital before the end of the fourth quarter of 2021.",False,,,False,True,Health Care
planted_condition,MVIS,0001493152-26-010200,2026-04-30,"Completion of the transactions contemplated by the Merger Agreement is subject to customary closing conditions, including the receipt of regulatory approvals.",True,"Completion of the transactions contemplated by the Merger Agreement is subject to customary closing conditions, including the receipt of regulatory approvals.",receipt of regulatory approvals,True,True,Information Technology
planted_condition,M,0000794367-20-000074,2020-05-31,the path to aligning the necessary parties to secure a warehouse facility is less certain and may require an extended timeline primarily due to broader market conditions and factors largely outside the Company s control,True,the path to aligning the necessary parties to secure a warehouse facility is less certain and may require an extended timeline primarily due to broader market conditions and factors largely outside the Company s control,broader market conditions for securing warehouse facility,True,False,Consumer Discretionary
planted_condition,CNC,0001071739-20-000014,2020-02-29,"Within the Next Eight Weeks, Amylyx Will Continue to Engage With Regulatory Authorities and the ALS Community to Share Topline Data; Amylyx Will Share Plans for RELYVRIO/ALBRIOZA in ALS Which May Include Voluntarily Withdrawing RELYVRIO/ALBRIOZA From the Market",False,,,False,True,Health Care
planted_condition,ARCT,0001193805-25-000946,2025-07-31,"The Company will provide further updates upon completion of the review, the timing of which is uncertain based upon near-term funding issues faced by the FDA.",True,"The Company will provide further updates upon completion of the review, the timing of which is uncertain based upon near-term funding issues faced by the FDA.",FDA funding issues and timing of regulatory review completion,True,True,Health Care
planted_condition,DJT,0001140361-25-020095,2025-07-31,"Effective vaccines against the coronavirus, which are expected to become widely available this year, together with the expected release later this year of major movie titles that have so far been delayed, are expected to have a material positive impact on our industry and have generated optimism that movie theatre attendance levels ultimately will significantly rebound from current levels.",False,,,False,True,Communication
planted_condition,ADNT,0001670541-24-000135,2025-01-31,"COVID-19 has negatively impacted, and may continue to impact, the ability or desire of people to travel, including on cruises, and may impact our ability to obtain acceptable financing to fund any resulting shortfalls in cash from operations.",False,,,False,True,Consumer Discretionary
planted_condition,LVS,0001300514-21-000144,2021-10-31,"the spread of epidemics, pandemics and viral outbreaks and specifically, the COVID-19 pandemic, including its effect on the ability or desire of people to travel (including on cruises), which are expected to continue to adversely impact our results, operations, outlook, plans, goals, growth, reputation, cash flows, liquidity, demand for voyages and share price",False,,,False,True,Consumer Discretionary
planted_condition,ABEO,0001493152-20-006853,2020-05-31,"Adicet's ability to execute on its strategy including obtaining the requisite regulatory approvals on the expected timeline, if at all",False,,,False,True,Health Care
planted_condition,RCL,0001104659-20-141047,2021-01-31,"If such Capital is not fully funded 120 days from July 3, 2025, or October 31, 2025, the Agreement will be null and void with no further obligation between the parties except those stated in the Prior and Underlying Agreements.",False,,,False,True,Consumer Discretionary
planted_condition,OGS,0001193125-21-180550,2021-06-30,the effectiveness of our ongoing discussions with the U.S. Attorney s Office of the S.D. Ohio to resolve its investigation with respect to us,False,,,False,True,Utilities
planted_condition,ADTN,0001193125-23-204377,2023-10-31,"If the Average Stock Price on any given quarterly measurement date does not equal or exceed $65, then none of the Performance RSUs will vest that quarter",False,,,False,True,Information Technology
planted_condition,FE,0001031296-21-000004,2021-03-31,"The terms and conditions of Mr. Vesey s compensation arrangements are subject to the approval of the U.S. Bankruptcy Court for the Northern District of California (the Bankruptcy Court ), where the Chapter 11 cases of the Corporation and the Utility are pending.",False,,,False,True,Utilities
planted_condition,CCK,0001219601-18-000033,2018-09-30,We have taken actions to reduce costs to deliver the earnings it is capable of generating and we will assess opportunities to optimize its footprint to return it to levels of profitability that provide an appropriate return on investment,False,,,False,False,Materials
planted_condition,AVD,0001193125-25-115977,2025-07-31,The repayment of these borrowings is expected to occur when the uncertainty in the global markets subsides,True,The repayment of these borrowings is expected to occur when the uncertainty in the global markets subsides,uncertainty in the global markets subsides,True,True,Materials
planted_condition,CCCC,0001564590-22-023555,2022-06-30,"In order to have sufficient cash to fund the Company s operations thereafter, the Company anticipates it will need to raise additional capital before the end of the fourth quarter of 2021.",True,"In order to have sufficient cash to fund the Company s operations thereafter, the Company anticipates it will need to raise additional capital before the end of the fourth quarter of 2021.",raising additional capital,True,False,Health Care
planted_condition,VRTX,0000875320-21-000020,2021-06-30,"the Redomiciliation, including our ability to obtain shareholder and Singapore High Court approvals and satisfy other closing conditions to the completion of the Redomiciliation within the expected timeframe or at all",False,,,False,True,Health Care
planted_condition,ASPN,0000950170-25-061852,2025-07-31,"Absent a recovery in the Company s stock price, the Company expects to record a significant non-cash impairment within goodwill and other intangible assets.",True,"Absent a recovery in the Company's stock price, the Company expects to record a significant non-cash impairment within goodwill and other intangible assets.",recovery in the Company's stock price,True,True,Materials
planted_condition,ZIP,0001617553-26-000004,2026-04-30,"If, by December 10, 2025, the Company has not obtained the necessary AMC shareholder approvals required to issue the Company s Class A common stock, par value $0.01 ( AMC Common Stock ) underlying the New Exchangeable Notes (the Required Shareholder Approval ), the interest rate per annum payable with respect to the New 2029 Notes will increase",False,,,False,True,Communication
planted_condition,BLMN,0001546417-24-000170,2025-01-31,"As a result of the COVID-19 outbreak, we have paused our guest cruise operations, and if we are unable to re-commence normal operations in the near-term, we may be out of compliance with a maintenance covenant in certain of our debt facilities as of May 31, 2021",False,,,False,True,Consumer Discretionary
planted_condition,AMCX,0001514991-23-000035,2023-10-31,"given the reduced movie slate for the fourth quarter, in the absence of significant increases in attendance from current levels or incremental sources of liquidity, at the existing cash burn rate, the Company anticipates that existing cash resources would be largely depleted by the end of 2020 or early 2021",False,,,False,True,Communication
planted_condition,AKR,0001564590-21-010639,2021-03-31,"Our properties continue to be subject to state and local governmental restrictions. As of December 31, 2020, approximately 92% of the Company s non-theatre properties are open and 58% of theatre properties are open, excluding normal seasonal closings.",False,,,False,True,Real Estate
planted_condition,AMCX,0001193125-20-246295,2020-10-31,The Company increased its borrowings under the Revolving Credit Facility as a precautionary measure in order to increase liquidity and preserve financial flexibility in light of current uncertainty resulting from the COVID-19 pandemic.,False,,,False,True,Communication
planted_condition,OPRX,0001213900-24-111528,2025-01-31,ALX Oncology also has access up to an additional $50 million with $12.5 million available in each of two tranches based upon the achievement of milestones related to the development of evorpacept and one pre-clinical product candidate,False,,,False,False,Health Care
planted_condition,TNYA,0000950170-25-009946,2025-01-31,"the Redomiciliation, including our ability to obtain shareholder and Singapore High Court approvals and satisfy other closing conditions to the completion of the Redomiciliation within the expected timeframe or at all",False,,,False,True,Health Care
planted_condition,ARR,0001428205-20-000348,2021-02-28,"The transactions are accretive to net interest income, adding more than $2 million annually in the current higher for longer rate environment",False,,,False,False,Financials
planted_condition,BHE,0000863436-18-000033,2018-09-30,draws under the 100M Credit Facility may become due and repayable to the Bank at the Bank s discretion due to changes in Chinese government regulations and/or changes in Global Technology s financial and operational condition,False,,,False,False,Information Technology
planted_condition,AGL,0001628280-25-022679,2025-07-31,"In order to have sufficient cash to fund the Company s operations thereafter, the Company anticipates it will need to raise additional capital before the end of the fourth quarter of 2021.",True,"In order to have sufficient cash to fund the Company s operations thereafter, the Company anticipates it will need to raise additional capital before the end of the fourth quarter of 2021.",raising additional capital,True,True,Health Care
planted_condition,OXY,0001140361-20-029193,2021-01-31,"While we have negotiated multiple extensions of the maturity date under the Existing Credit Agreement, there is no guarantee that we will be able to extend, replace or refinance the Existing Credit Agreement on terms reasonably acceptable to us, or at all. If we are unable to extend, replace or refinance the Existing Credit Agreement it could materially and adversely affect our liquidity.",True,"While we have negotiated multiple extensions of the maturity date under the Existing Credit Agreement, there is no guarantee that we will be able to extend, replace or refinance the Existing Credit Agreement on terms reasonably acceptable to us, or at all. If we are unable to extend, replace or refinance the Existing Credit Agreement it could materially and adversely affect our liquidity.","extension, replacement, or refinancing of the Existing Credit Agreement",True,True,Energy
planted_condition,PRGO,0001585364-25-000153,2025-12-31,"The Company cannot give any assurances that the FDA will be satisfied with the Company s response or as to the expected date of the resolution of the matters included in the warning letter. Until the issues cited in the warning letter and 483 observations are resolved to the FDA s satisfaction, additional regulatory action may be taken without further notice.",True,"The Company cannot give any assurances that the FDA will be satisfied with the Company s response or as to the expected date of the resolution of the matters included in the warning letter. Until the issues cited in the warning letter and 483 observations are resolved to the FDA s satisfaction, additional regulatory action may be taken without further notice.",FDA satisfaction and resolution of warning letter issues,True,True,Health Care
planted_condition,UAL,0001104659-20-110493,2020-10-31,"As the extent of the damage is not yet known nor can the Company predict how quickly resources will be available to complete the construction, it is too early to tell whether the delays will be longer or shorter.",False,,,False,True,Industrials
planted_condition,CLVT,0001104659-22-118941,2022-12-31,"assessing the spread of the virus across the state, its impact on the reliability of our global supply chain and that ripple effect on the 787 program",False,,,False,True,Industrials
planted_condition,XNCR,0001326732-25-000063,2025-07-31,"In the event that AGEN2034 is not approved by the FDA by the end of 2021 and all Tokens are converted into Agenus stock, a total of 1.85 Million shares would be issued",False,,,False,False,Health Care
planted_condition,NTLA,0000950170-22-024693,2022-12-31,"The Company continues to expect that its existing cash, cash equivalents and investments will enable it to fund its operating expenses and capital expenditure requirements through 2025, beyond multiple key clinical milestones for its prioritized late-stage programs.",False,,,False,True,Health Care
planted_condition,AMLX,0001193125-24-062878,2024-05-31,we are confident that we are well-positioned to achieve profitability prior to the new 2024 maturity date of the loan,True,"the continued evaluation of AMX0035 in other neurodegenerative diseases, including the timing for expected data readouts in the ORION and HELIOS studies",data readouts from ORION and HELIOS studies,False,True,Health Care
planted_condition,ARRY,0001193125-24-158325,2024-06-30,We firmly believe that the erosion in our market capitalization was driven by the effects of the COVID-19 pandemic on the stock market and that a return to normalcy in the markets will cause our market capitalization to recover.,False,,,False,True,Industrials
planted_condition,SRPT,0001564590-21-000577,2021-03-31,"This partnership with Agenus gives us an interest in multiple oncology products diversified across targets and indications, including royalties on BOT/BAL and several partnered oncology programs being developed by experienced biopharmaceutical companies",False,,,False,True,Health Care
planted_condition,NVAX,0001104659-22-106808,2022-12-31,"Agenus plans to transition its biologics CMC capabilities to a fee-for-service model, unlocking new revenue opportunities. This initiative is intended to be supported by external funding.",False,,,False,False,Health Care
planted_condition,SPG,0001104659-20-140015,2021-02-28,to increase liquidity and preserve financial flexibility in light of the current uncertainty surrounding the impact of COVID-19,True,to increase liquidity and preserve financial flexibility in light of the current uncertainty surrounding the impact of COVID-19,uncertainty surrounding the impact of COVID-19,True,True,Real Estate
planted_condition,BBBY,0001104659-18-073205,2018-12-31,"COVID-19 on our financial condition and operations, which adversely affects our ability to obtain acceptable financing in an amount equal to the resulting reduction in cash from operations",False,,,False,True,Consumer Discretionary
planted_condition,CABA,0000950170-24-110389,2024-09-30,The Common Stock Warrants are exercisable at any time after their original issuance and may be exercised until the date that is the earlier of (i) the fifth anniversary of the original issuance date and (ii) 45 days following the Company s public announcement of a successful data readout of Phase 3 trial of pemvidutide in MASH.,False,,,False,False,Health Care
planted_condition,ASAN,0001477720-26-000019,2026-04-30,The extent to which the coronavirus will impact our business and our consolidated financial results will depend on future developments which are highly uncertain and cannot be predicted at the time of the filing of this Annual Report on Form 10-K.,False,,,False,True,Information Technology
planted_condition,BKD,0001332349-21-000004,2021-01-31,"If the FDA does not accept the data from the Company s prior TRANQUILITY II Phase 3 trial, the Company may be required to conduct additional clinical trials which would increase its costs and delay potential submission of an sNDA for BXCL501 which in turn would adversely affect its financial position and operations.",False,,,False,False,Health Care
planted_condition,SLB,0001193125-20-301712,2021-01-31,"Upon the termination of the LCF Forbearance Agreement, if a further forbearance is not agreed to, the lenders could require the Company to cash collateralize the outstanding principal balance of the loans and all other amounts owing under the Letter of Credit Agreement.",False,,,False,False,Energy
planted_condition,BHR,0001574085-24-000014,2024-03-31,to modify certain provisions of the Existing Note Purchase Agreement in light of the continuing financial and operational impacts of the COVID-19 pandemic on the Company and its tenants and borrowers,False,,,False,False,Real Estate
planted_condition,BLNK,0001493152-24-009599,2024-04-30,The Company does not currently expect the recovery from COVID-19 to follow a linear path,True,The Company does not currently expect the recovery from COVID-19 to follow a linear path,recovery from COVID-19,True,False,Industrials
planted_condition,ABEO,0001493152-20-004018,2020-05-31,The company remains on track to report topline data from the pivotal INFRONT-3 Phase 3 trial of latozinemab in frontotemporal dementia with a GRN gene mutation (FTD- GRN ) in Q4 2025,False,,,False,False,Health Care
planted_condition,PCG,0000950157-19-000727,2019-08-31,PSCo filed a request with the Colorado Public Utilities Commission (CPUC) to recover $263 million in weather-related electric costs and $287 million in incremental gas costs over 24 months with no financing charge.,False,,,False,True,Utilities
planted_condition,FIVE,0001193125-24-221442,2024-09-30,"If such Capital is not fully funded 120 days from July 3, 2025, or October 31, 2025, the Agreement will be null and void with no further obligation between the parties except those stated in the Prior and Underlying Agreements.",False,,,False,False,Consumer Discretionary
planted_condition,TRGP,0001193125-20-215722,2020-10-31,"While we have negotiated multiple extensions of the maturity date under the Existing Credit Agreement, there is no guarantee that we will be able to extend, replace or refinance the Existing Credit Agreement on terms reasonably acceptable to us, or at all. If we are unable to extend, replace or refinance the Existing Credit Agreement it could materially and adversely affect our liquidity.",False,,,False,True,Energy
planted_condition,RUN,0001469367-21-000221,2021-10-31,"While it will take time for the vaccine to be widely distributed, the Company s confidence is even stronger in the recovery and the trajectory of the rebound in 2021 and beyond.",False,,,False,False,Industrials
planted_condition,MKC,0000063754-20-000184,2021-01-31,"This decision was based on cost-reduction initiatives intended to reduce operating expenses, sharpen the Company s focus on a set of key growth priorities, and target cash flow positive operations within the second half of 2023.",False,,,False,False,Consumer Staples
planted_condition,TFIN,0001539638-25-000022,2025-12-31,uncertainty relating to adverse litigation outcomes and the timing of resolution of litigation matters,False,,,False,True,Financials
planted_condition,NCLH,0001558370-20-011712,2020-10-31,"Given the recent government actions and the heightened impact and uncertainty of changes in the magnitude, duration and geographic reach of COVID-19, the company is withdrawing its first quarter and full-year 2020 guidance.",False,,,False,False,Consumer Discretionary
planted_condition,BHR,0001574085-24-000008,2024-04-30,a number of additional actions the Company is taking to offset the anticipated impacts of the COVID-19 pandemic on the Company s revenue and cash flows,False,,,False,False,Real Estate
planted_condition,CRNC,0001193125-24-284230,2025-01-31,cautious service provider spending due to economic uncertainty and continued customer inventory adjustments,False,,,False,True,Information Technology
planted_condition,ACET,0000950170-24-035366,2024-04-30,"Their appointments to the NewCo board of directors will be effective upon completion of the spinoff, which is expected to occur in the first half of calendar year 2022 and is subject to the satisfaction of customary conditions, including final approval from the BD board of directors and the effectiveness of a Form 10 registration statement that will be filed with the SEC.",False,,,False,True,Health Care
planted_condition,AMRC,0001488139-24-000006,2024-03-31,We have a positive long-term outlook especially with the recent recalibration of interest rates. Our market-leading products and brands are well-positioned to take advantage of long-term secular trends and should benefit when near-term headwinds subside and demand normalizes,True,We have a positive long-term outlook especially with the recent recalibration of interest rates. Our market-leading products and brands are well-positioned to take advantage of long-term secular trends and should benefit when near-term headwinds subside and demand normalizes,recalibration of interest rates and normalization of demand,True,True,Industrials
planted_condition,BTU,0001193125-21-022513,2021-02-28,"The Amended Agreement also provides for contingent earnout payments to the Seller of up to $260 million based upon future commodity prices, with upside participation beginning at a $2.75 Henry Hub natural gas price or a $50 WTI oil price.",True,"The Amended Agreement also provides for contingent earnout payments to the Seller of up to $260 million based upon future commodity prices, with upside participation beginning at a $2.75 Henry Hub natural gas price or a $50 WTI oil price.",future commodity prices (Henry Hub natural gas price and WTI oil price),True,True,Energy
planted_condition,AAT,0001500217-21-000016,2021-03-31,The Company and the institutional investors entered into the Third Amendment to extend the Covenant Relief Period previously provided by the Second Amendment and to modify certain provisions of the Existing Note Purchase Agreement in light of the continuing financial and operational impacts of the COVID-19 pandemic on the Company and its tenants and borrowers.,True,to modify certain provisions of the Existing Note Purchase Agreement in light of the continuing financial and operational impacts of the COVID-19 pandemic on the Company and its tenants and borrowers,continuing financial and operational impacts of the COVID-19 pandemic,True,False,Real Estate
planted_condition,ARR,0001428205-21-000044,2021-02-28,Reversals of $920 thousand to the allowance for credit losses on loans and $612 thousand to the allowance for credit losses on unfunded loan commitments in the second quarter of 2021 were driven primarily by an improvement in economic forecasts.,False,,,False,False,Financials
planted_condition,LYFT,0001759509-22-000030,2022-06-30,it is unlikely the aviation industry will see significant return of passengers until a vaccine is widely available to the public and international markets reopen to travel,False,,,False,True,Industrials
planted_condition,KMX,0001170010-26-000006,2026-04-30,The Corporation believes the ongoing effects of COVID-19 on its operations and global bookings will have a material negative impact on its financial results and liquidity.,False,,,False,False,Consumer Discretionary
planted_condition,ADV,0001193125-26-065365,2026-04-30,"In 2026, the combined company plans to site and begin construction on the world s first utility-scale fusion power plant (50 MWe), subject to required approvals.",True,"In 2026, the combined company plans to site and begin construction on the world s first utility-scale fusion power plant (50 MWe), subject to required approvals.",required approvals for fusion power plant construction,True,True,Communication
