arm,ticker,accession,formation,span,flagged,quote,condition,localised,keyword_flagged
planted_condition,AMRX,0001723128-23-000006,2023-04-30,In negotiations with multiple regulatory authorities regarding ARCT-021 Phase 3 study program,False,,,False,True
planted_condition,MRCY,0001049521-21-000025,2021-06-30,"The extent to which the COVID-19 pandemic adversely affects our business, results of operations, and financial condition will depend on future developments, which are highly uncertain and cannot be predicted, including the scope and duration of the pandemic and actions taken by governmental authorities and other third parties in response to the pandemic.",False,,,False,True
planted_condition,APPS,0001628280-24-038529,2024-09-30,"provides that the Company will grant a lien over substantially all of its assets, subject to customary exceptions, upon the occurrence of the Company receiving a public debt rating from any two of S P, Fitch or Moody s that is below BB+ (in the case of S P and Fitch) or below Ba1 (in the case of Moody s), as applicable",False,,,False,False
planted_condition,IOVA,0001104659-21-080846,2021-07-31,The store closures will remain in place until state and local governments allow us to re-open.,False,,,False,False
planted_condition,ASPS,0001462418-20-000008,2020-05-31,The Company may regain compliance at any time during the six-month cure period if on the last trading day of any calendar month during the six-month cure period the Common Stock has a closing share price of at least $1.00 and an average closing share price of at least $1.00 over the 30 trading-day period ending on the last trading day of that month.,False,,,False,False
planted_condition,WEC,0000107815-21-000087,2021-03-31,"in the event the full intended additional megawatt energization for the Facility is not conditionally approved by the applicable regulatory authority within 120 days of the Closing, the Purchase Price is subject to a reduction of up to $34,000,000",True,"in the event the full intended additional megawatt energization for the Facility is not conditionally approved by the applicable regulatory authority within 120 days of the Closing, the Purchase Price is subject to a reduction of up to $34,000,000",regulatory authority approval of additional megawatt energization for the Facility,True,True
planted_condition,NFE,0001749723-24-000125,2025-01-31,"actions it has taken in response to the weakened commodity price environment, broader uncertainties related to COVID-19 and the resulting high market volatility",False,,,False,True
planted_condition,ADNT,0001670541-19-000014,2019-04-30,as we ride the powerful momentum of a resurgent domestic box office for the remainder of 2025 and into what we believe will be an even more robust 2026,False,,,False,True
planted_condition,ADMA,0001193805-21-000065,2021-01-31,"The offering is expected to close on September 19, 2024, subject to market and other conditions, including the Company amending its existing ABL credit agreement to among other things increase the commitments by $50 million to $325 million.",False,,,False,True
planted_condition,BMRC,0001403475-19-000029,2019-08-31,These notices are part of American s response to the impacts of the COVID-19 pandemic on its business.,False,,,False,False
planted_condition,ABEO,0001104659-19-074462,2020-02-29,The Reverse Stock Split is intended to increase the price of the Company s common stock above $1.00 per share in compliance with the minimum bid price requirement for continued listing on the New York Stock Exchange,False,,,False,True
planted_condition,AGL,0001628280-24-007195,2024-04-30,"the earliest of (a) November 1, 2024, (b) the occurrence of both (x) the execution of a hyperscale lease agreement with respect to the Company s Ellendale facility under construction, and (y) the close and initial funding of the initial project financing to fund the construction and operation of that facility",True,Medicare Advantage program is designed to adjust to changes in utilization over time.,adjustment of Medicare Advantage program to changes in utilization over time,False,True
planted_condition,WLFC,0001018164-25-000156,2025-12-31,a number of additional actions the Company is taking to offset the anticipated impacts of the COVID-19 pandemic on the Company s revenue and cash flows,False,,,False,False
planted_condition,ACDC,0001104659-25-123836,2025-12-31,"The extent to which the COVID-19 pandemic adversely affects our business, results of operations, and financial condition will depend on future developments, which are highly uncertain and cannot be predicted, including the scope and duration of the pandemic and actions taken by governmental authorities and other third parties in response to the pandemic.",False,,,False,False
planted_condition,AHT,0001232582-19-000046,2019-08-31,As I write this we are unsure about delivery dates given Boeing s problems. Long term the MAX should be extremely accretive.,False,,,False,False
planted_condition,OXY,0001140361-20-019096,2020-10-31,"Due to significant actions taken by the Company, we believe our current cash balance is sufficient to withstand a global suspension of operations until a partial reopening in July. After giving effect to the proposed Notes Offering, we believe the Company will have sufficient liquidity to withstand a global suspension of operations until a partial reopening ahead of Thanksgiving.",True,"Due to significant actions taken by the Company, we believe our current cash balance is sufficient to withstand a global suspension of operations until a partial reopening in July. After giving effect to the proposed Notes Offering, we believe the Company will have sufficient liquidity to withstand a global suspension of operations until a partial reopening ahead of Thanksgiving.",partial reopening of operations,True,False
planted_condition,RUN,0001193125-21-237695,2021-10-31,In response to the anticipated continued impact to Altisource Portfolio Solutions S.A. s ( Altisource or the Company ) revenue and cash flow from government and servicers measures to assist borrowers in response to the COVID-19 pandemic,False,,,False,True
planted_condition,PSX,0001534701-20-000160,2021-01-31,continuing waivers of financial covenants related to our bank credit facilities and private placement notes,False,,,False,False
planted_condition,LW,0001104659-21-127749,2021-10-31,"actions it has taken in response to the weakened commodity price environment, broader uncertainties related to COVID-19 and the resulting high market volatility",False,,,False,True
planted_condition,HE,0000354707-21-000014,2021-03-31,Reversals of $920 thousand to the allowance for credit losses on loans and $612 thousand to the allowance for credit losses on unfunded loan commitments in the second quarter of 2021 were driven primarily by an improvement in economic forecasts.,False,,,False,False
planted_condition,MOH,0001437749-25-035866,2025-12-31,"This decision was based on cost-reduction initiatives intended to reduce operating expenses, sharpen the Company s focus on a set of key growth priorities, and target cash flow positive operations within the second half of 2023.",False,,,False,True
planted_condition,MVIS,0001493152-26-010200,2026-04-30,"Within the Next Eight Weeks, Amylyx Will Continue to Engage With Regulatory Authorities and the ALS Community to Share Topline Data; Amylyx Will Share Plans for RELYVRIO/ALBRIOZA in ALS Which May Include Voluntarily Withdrawing RELYVRIO/ALBRIOZA From the Market",False,,,False,False
planted_condition,M,0000794367-20-000074,2020-05-31,the effectiveness of our ongoing discussions with the U.S. Attorney s Office of the S.D. Ohio to resolve its investigation with respect to us,False,,,False,False
planted_condition,CNC,0001071739-20-000014,2020-02-29,"AMC s ability to obtain additional liquidity, which if not realized or insufficient to generate the material amounts of additional liquidity that will be required unless it is able to achieve more normalized levels of operating revenues, likely would result with AMC seeking an in-court or out-of-court restructuring of its liabilities",False,,,False,True
planted_condition,ARCT,0001193805-25-000946,2025-07-31,"Due to the continuing uncertainty regarding the timing of the return of these aircraft to service, on March 24, 2019 we announced flight cancellations through April 24, 2019 assuming that our 737 MAX 8 aircraft will not be available through that date.",False,,,False,True
planted_condition,DJT,0001140361-25-020095,2025-07-31,"In light of the Joint Release, the Company expects that it will have access to substantially all of its corporate deposits and cash held in trust on behalf of its customers at SVB.",True,"In light of the Joint Release, the Company expects that it will have access to substantially all of its corporate deposits and cash held in trust on behalf of its customers at SVB.",access to corporate deposits and cash held in trust at SVB following Joint Release,True,True
planted_condition,ADNT,0001670541-24-000135,2025-01-31,"COVID-19 has had, and is expected to continue to have, a significant impact on our financial condition and operations, which impacts our ability to obtain acceptable financing to fund resulting reductions in cash from operations.",False,,,False,True
planted_condition,LVS,0001300514-21-000144,2021-10-31,"Completion of the transactions contemplated by the Merger Agreement is subject to customary closing conditions, including the receipt of regulatory approvals.",False,,,False,True
planted_condition,ABEO,0001493152-20-006853,2020-05-31,The Reverse Stock Split is intended to increase the price of the Company s common stock above $1.00 per share in compliance with the minimum bid price requirement for continued listing on the New York Stock Exchange,False,,,False,True
planted_condition,RCL,0001104659-20-141047,2021-01-31,its ability to receive regulatory approval for its product candidates and the possibility that the FDA does not conclude that its product candidates satisfy the regulatory requirements for approval,False,,,False,True
planted_condition,OGS,0001193125-21-180550,2021-06-30,The repayment of these borrowings is expected to occur when the uncertainty in the global markets subsides,False,,,False,True
planted_condition,ADTN,0001193125-23-204377,2023-10-31,"The FDIC will pay uninsured depositors an advance dividend within the next week. Uninsured depositors will receive a receivership certificate for the remaining amount of their uninsured funds. As the FDIC sells the assets of SVB, future dividend payments may be made to uninsured depositors.",False,,,False,True
planted_condition,FE,0001031296-21-000004,2021-03-31,The Company now plans to meet with the FDA regarding registrational trial designs for rese-cel in the first half of 2025 based on the emerging clinical and translational data and increased pace of enrollment.,False,,,False,True
planted_condition,CCK,0001219601-18-000033,2018-09-30,the Company s expense containment efforts being implemented due to ongoing macro-economic headwinds,False,,,False,False
planted_condition,AVD,0001193125-25-115977,2025-07-31,"AMC s ability to obtain additional liquidity, which if not realized or insufficient to generate the material amounts of additional liquidity that will be required unless it is able to achieve more normalized levels of operating revenues, likely would result with AMC seeking an in-court or out-of-court restructuring of its liabilities",True,"AMC s ability to obtain additional liquidity, which if not realized or insufficient to generate the material amounts of additional liquidity that will be required unless it is able to achieve more normalized levels of operating revenues, likely would result with AMC seeking an in-court or out-of-court restructuring of its liabilities",ability to obtain additional liquidity,True,True
planted_condition,CCCC,0001564590-22-023555,2022-06-30,"The funding obligations of the lenders under the New Senior Credit Facilities are subject to certain currently unsatisfied conditions, including the consummation of the Merger. Accordingly, no borrowings are currently outstanding under the New Senior Credit Facilities, and the Company currently is not able to borrow under the New Senior Credit Facilities.",False,,,False,True
planted_condition,VRTX,0000875320-21-000020,2021-06-30,"our ability to satisfy covenants under our debt instruments or other agreements, or our inability to obtain waivers related to any breach of such covenants",False,,,False,True
planted_condition,ASPN,0000950170-25-061852,2025-07-31,The closing of this offering is conditioned upon the closing of a new asset-based credit agreement.,True,The closing of this offering is conditioned upon the closing of a new asset-based credit agreement.,closing of a new asset-based credit agreement,True,False
planted_condition,ZIP,0001617553-26-000004,2026-04-30,the Company issued a press release announcing the receipt of a complete response letter from the FDA regarding the Company s supplemental new drug application for pimavanserin for the treatment of hallucinations and delusions associated with dementia-related psychosis,False,,,False,True
planted_condition,BLMN,0001546417-24-000170,2025-01-31,"We're confident that ZipRecruiter will emerge from this cycle stronger than ever - leading innovation, defining the future of modern recruiting, and growing market share.",False,,,False,True
planted_condition,AMCX,0001514991-23-000035,2023-10-31,we are confident that we are well-positioned to achieve profitability prior to the new 2024 maturity date of the loan,False,,,False,True
planted_condition,AKR,0001564590-21-010639,2021-03-31,"We're confident that ZipRecruiter will emerge from this cycle stronger than ever - leading innovation, defining the future of modern recruiting, and growing market share.",False,,,False,True
planted_condition,AMCX,0001193125-20-246295,2020-10-31,"We look forward to utilizing Crypto.com s blockchain technology and improving regulatory clarity to implement this first-of-its kind token distribution, reward Trump Media shareholders, and promote fair and transparent markets.",False,,,False,True
planted_condition,OPRX,0001213900-24-111528,2025-01-31,The repayment of these borrowings is expected to occur when the uncertainty in the global markets subsides,True,The repayment of these borrowings is expected to occur when the uncertainty in the global markets subsides,uncertainty in the global markets subsides,True,False
planted_condition,TNYA,0000950170-25-009946,2025-01-31,"the timing, amount and certainty of receipt of any contingent consideration under the transaction, which is subject to the future net sales performance of the disposed business",False,,,False,True
planted_condition,ARR,0001428205-20-000348,2021-02-28,"the consequences of the coronavirus outbreak to economic conditions and the travel industry in general and the financial position and operating results of our company in particular have been material, are changing rapidly, and cannot be predicted",False,,,False,False
planted_condition,BHE,0000863436-18-000033,2018-09-30,"Based on these compelling data, we continue to target the BLA filing for Q2 2026 and believe that nomlabofusp could be the first disease modifying therapy for patients with FA",False,,,False,False
planted_condition,AGL,0001628280-25-022679,2025-07-31,The Company continues to expect the recovery in demand to be volatile and difficult to accurately forecast.,True,The Company continues to expect the recovery in demand to be volatile and difficult to accurately forecast.,recovery in demand,True,True
planted_condition,OXY,0001140361-20-029193,2021-01-31,"The Company will provide further updates upon completion of the review, the timing of which is uncertain based upon near-term funding issues faced by the FDA.",False,,,False,True
planted_condition,PRGO,0001585364-25-000153,2025-12-31,"If such Capital is not fully funded 120 days from July 3, 2025, or October 31, 2025, the Agreement will be null and void with no further obligation between the parties except those stated in the Prior and Underlying Agreements.",True,"If such Capital is not fully funded 120 days from July 3, 2025, or October 31, 2025, the Agreement will be null and void with no further obligation between the parties except those stated in the Prior and Underlying Agreements.","full funding of Capital within 120 days from July 3, 2025",True,True
planted_condition,UAL,0001104659-20-110493,2020-10-31,"it is very difficult to predict when theatre attendance levels will normalize, which we expect will depend on the widespread availability and use of effective vaccines for the coronavirus.",True,"it is very difficult to predict when theatre attendance levels will normalize, which we expect will depend on the widespread availability and use of effective vaccines for the coronavirus.",widespread availability and use of effective vaccines for the coronavirus,True,True
planted_condition,CLVT,0001104659-22-118941,2022-12-31,"In 2026, the combined company plans to site and begin construction on the world s first utility-scale fusion power plant (50 MWe), subject to required approvals.",True,"In 2026, the combined company plans to site and begin construction on the world's first utility-scale fusion power plant (50 MWe), subject to required approvals.",required regulatory approvals for fusion power plant construction,True,True
planted_condition,XNCR,0001326732-25-000063,2025-07-31,"The Company will provide further updates upon completion of the review, the timing of which is uncertain based upon near-term funding issues faced by the FDA.",True,"The Company will provide further updates upon completion of the review, the timing of which is uncertain based upon near-term funding issues faced by the FDA.",FDA funding for regulatory review completion,True,True
planted_condition,NTLA,0000950170-22-024693,2022-12-31,we are confident that we are well-positioned to achieve profitability prior to the new 2024 maturity date of the loan,False,,,False,True
planted_condition,AMLX,0001193125-24-062878,2024-05-31,The Company continues to expect the recovery in demand to be volatile and difficult to accurately forecast.,False,,,False,True
planted_condition,ARRY,0001193125-24-158325,2024-06-30,"Completion of the transactions contemplated by the Merger Agreement is subject to customary closing conditions, including the receipt of regulatory approvals.",False,,,False,True
planted_condition,SRPT,0001564590-21-000577,2021-03-31,"the impact of the 2017 and 2018 Northern California wildfires, including whether the Utility will be able to timely recover costs incurred in connection therewith in excess of the Utility's currently authorized revenue requirements",False,,,False,True
planted_condition,NVAX,0001104659-22-106808,2022-12-31,"As a condition to the effectiveness of the Third Amendment, among other things, the Company shall have received at least $40.0 million in gross proceeds from a registered public sale of the Company s common stock, warrants and/or pre-funded warrants.",True,"As a condition to the effectiveness of the Third Amendment, among other things, the Company shall have received at least $40.0 million in gross proceeds from a registered public sale of the Company s common stock, warrants and/or pre-funded warrants.","receipt of at least $40.0 million in gross proceeds from a registered public sale of common stock, warrants and/or pre-funded warrants",True,False
planted_condition,SPG,0001104659-20-140015,2021-02-28,"the timing, amount and certainty of receipt of any contingent consideration under the transaction, which is subject to the future net sales performance of the disposed business",True,"the timing, amount and certainty of receipt of any contingent consideration under the transaction, which is subject to the future net sales performance of the disposed business",future net sales performance of the disposed business,True,False
planted_condition,BBBY,0001104659-18-073205,2018-12-31,"PG E believes that any securitization of costs relating to the 2017 Northern California wildfires would not occur, if at all, until (a) PG E has paid claims relating to the 2017 Northern California wildfires, (b) PG E has filed application for recovery of such costs and (c) the CPUC makes a determination that such costs are just and reasonable or in excess of the Disallowance Threshold.",False,,,False,True
planted_condition,CABA,0000950170-24-110389,2024-09-30,"If the Lexmark Acquisition is not consummated on or prior to December 22, 2025 (subject to extension) or upon the occurrence of certain other events, the Notes will be subject to a special mandatory redemption at a price equal to 98% of the aggregate principal amount of the Notes, plus accrued and unpaid interest",False,,,False,False
planted_condition,ASAN,0001477720-26-000019,2026-04-30,"the consequences of the coronavirus outbreak to economic conditions and the travel industry in general and the financial position and operating results of our company in particular have been material, are changing rapidly, and cannot be predicted",False,,,False,True
planted_condition,BKD,0001332349-21-000004,2021-01-31,"the earliest of (a) November 1, 2024, (b) the occurrence of both (x) the execution of a hyperscale lease agreement with respect to the Company s Ellendale facility under construction, and (y) the close and initial funding of the initial project financing to fund the construction and operation of that facility",False,,,False,True
planted_condition,SLB,0001193125-20-301712,2021-01-31,"There can be no assurances that the Bankruptcy Court will grant final approval of the DIP Facilities at the final hearing, or at all.",False,,,False,False
planted_condition,BHR,0001574085-24-000014,2024-03-31,"Based on this interaction, the Company anticipates potential FDA action on the NDA in the second quarter of 2022.",False,,,False,False
planted_condition,BLNK,0001493152-24-009599,2024-04-30,"The funding obligations of the lenders under the New Senior Credit Facilities are subject to certain currently unsatisfied conditions, including the consummation of the Merger. Accordingly, no borrowings are currently outstanding under the New Senior Credit Facilities, and the Company currently is not able to borrow under the New Senior Credit Facilities.",False,,,False,True
planted_condition,ABEO,0001493152-20-004018,2020-05-31,"Within the Next Eight Weeks, Amylyx Will Continue to Engage With Regulatory Authorities and the ALS Community to Share Topline Data; Amylyx Will Share Plans for RELYVRIO/ALBRIOZA in ALS Which May Include Voluntarily Withdrawing RELYVRIO/ALBRIOZA From the Market",False,,,False,False
planted_condition,PCG,0000950157-19-000727,2019-08-31,"Due to the continuing uncertainty regarding the timing of the return of these aircraft to service, on March 24, 2019 we announced flight cancellations through April 24, 2019 assuming that our 737 MAX 8 aircraft will not be available through that date.",True,"there can be no assurance that the Debtors will successfully develop, consummate or implement the Debtor Plan which will ultimately require Bankruptcy Court, creditor and regulatory approval",regulatory approval,False,True
planted_condition,FIVE,0001193125-24-221442,2024-09-30,"The transactions contemplated by the Term Sheet are subject to certain closing conditions, including that the Company shall secure an agreement to extend the maturity of its obligations under that certain Senior Secured Promissory Note issued to Oramed on September 21, 2023 to December 31, 2025",False,,,False,False
planted_condition,TRGP,0001193125-20-215722,2020-10-31,"The consummation of the Collaboration Agreement is subject to obtaining any necessary consents and approvals, including review by the appropriate regulatory agencies under the Hart-Scott-Rodino Act.",False,,,False,True
planted_condition,RUN,0001469367-21-000221,2021-10-31,"While navigating this pandemic, we are committed to three goals: 1. Ensuring adequate cash to weather the downturn; 2. Reducing our cash burn by removing as much expense as possible; and 3. Restoring confidence in air travel.",False,,,False,False
planted_condition,MKC,0000063754-20-000184,2021-01-31,"While metallurgical coal prices have recently appreciated, steelmaking fundamentals, particularly in traditional markets, are in the early stages of recovery from the COVID-19 pandemic. As a result, customer demand this year has been and continues to be severely impacted.",False,,,False,False
planted_condition,TFIN,0001539638-25-000022,2025-12-31,the Company issued a press release announcing the receipt of a complete response letter from the FDA regarding the Company s supplemental new drug application for pimavanserin for the treatment of hallucinations and delusions associated with dementia-related psychosis,False,,,False,True
planted_condition,NCLH,0001558370-20-011712,2020-10-31,The Company will continue to evaluate the recoverability of the assets on an ongoing basis as additional information regarding Avaya s financial condition and prospects is made available.,False,,,False,True
planted_condition,BHR,0001574085-24-000008,2024-04-30,"the effect of the COVID-19 pandemic and its impact on the Company s future financial and operational results, the length and severity of such outbreak across the globe and the pace of recovery following the COVID-19 pandemic",False,,,False,False
planted_condition,CRNC,0001193125-24-284230,2025-01-31,the Company has identified conditions and events that raise substantial doubt about its ability to continue as a going concern,False,,,False,True
planted_condition,ACET,0000950170-24-035366,2024-04-30,"in light of the COVID-19 pandemic and its potential impact on the Company s business and industry, and the economy in general",False,,,False,True
planted_condition,AMRC,0001488139-24-000006,2024-03-31,"that the FDA, PMDA, EMA or other applicable regulatory agency may not approve berotralstat, within the timeframe expected, or at all, may ultimately determine that there are deficiencies in the development program or execution thereof, may require additional information or studies, may disagree with our analyses regarding the safety and efficacy conclusions",False,,,False,True
planted_condition,BTU,0001193125-21-022513,2021-02-28,"While navigating this pandemic, we are committed to three goals: 1. Ensuring adequate cash to weather the downturn; 2. Reducing our cash burn by removing as much expense as possible; and 3. Restoring confidence in air travel.",False,,,False,True
planted_condition,AAT,0001500217-21-000016,2021-03-31,"The vaccine is not being distributed as quickly as any of us believed, and new restrictions on international travel that require customers to have a negative COVID-19 test have dampened demand.",True,"The vaccine is not being distributed as quickly as any of us believed, and new restrictions on international travel that require customers to have a negative COVID-19 test have dampened demand.",speed of vaccine distribution and easing of travel restrictions,True,False
planted_condition,ARR,0001428205-21-000044,2021-02-28,the short and long-term impact of COVID-19 on the economy and the pace of recovery thereafter,False,,,False,True
planted_condition,LYFT,0001759509-22-000030,2022-06-30,The Corporation believes the ongoing effects of COVID-19 on its operations and global bookings will have a material negative impact on its financial results and liquidity.,True,The Corporation believes the ongoing effects of COVID-19 on its operations and global bookings will have a material negative impact on its financial results and liquidity.,COVID-19 effects on operations and global bookings,True,True
planted_condition,KMX,0001170010-26-000006,2026-04-30,"Now that HB1662 is law, Entergy Arkansas intends to work collaboratively with the Arkansas Public Service Commission ( APSC ) Staff and stakeholders to help achieve a timely implementation of the law in Entergy Arkansas rates.",False,,,False,False
planted_condition,ADV,0001193125-26-065365,2026-04-30,"The extent to which the COVID-19 pandemic adversely affects our business, results of operations, and financial condition will depend on future developments, which are highly uncertain and cannot be predicted, including the scope and duration of the pandemic and actions taken by governmental authorities and other third parties in response to the pandemic.",True,"The extent to which the COVID-19 pandemic adversely affects our business, results of operations, and financial condition will depend on future developments, which are highly uncertain and cannot be predicted, including the scope and duration of the pandemic and actions taken by governmental authorities and other third parties in response to the pandemic.",scope and duration of the COVID-19 pandemic and governmental responses,True,True
planted_condition,SAM,0001564590-21-047356,2021-10-31,"Within the Next Eight Weeks, Amylyx Will Continue to Engage With Regulatory Authorities and the ALS Community to Share Topline Data; Amylyx Will Share Plans for RELYVRIO/ALBRIOZA in ALS Which May Include Voluntarily Withdrawing RELYVRIO/ALBRIOZA From the Market",False,,,False,True
planted_condition,AVD,0001193125-24-065851,2024-04-30,"We're confident that ZipRecruiter will emerge from this cycle stronger than ever - leading innovation, defining the future of modern recruiting, and growing market share.",False,,,False,True
planted_condition,BHR,0001104659-20-055826,2020-05-31,Five 700 sq. ft. Block 1 BlueBird Satellites expected to be transported from our assembly facilities to the launch site between July and August of 2024,False,,,False,False
planted_condition,WTI,0001104659-25-003486,2025-01-31,"If such Capital is not fully funded 120 days from July 3, 2025, or October 31, 2025, the Agreement will be null and void with no further obligation between the parties except those stated in the Prior and Underlying Agreements.",True,"If such Capital is not fully funded 120 days from July 3, 2025, or October 31, 2025, the Agreement will be null and void with no further obligation between the parties except those stated in the Prior and Underlying Agreements.","full funding of Capital within 120 days from July 3, 2025, or October 31, 2025",True,False
planted_condition,BCBP,0001193125-24-015410,2024-03-31,"The remainder of the DIP Revolving Facility (including the remainder of the $750 million letter of credit subfacility), and the DIP Initial Term Loan Facility and the DIP Delayed Draw Term Loan Facility, are currently unavailable for borrowing and will remain unavailable until and unless the Bankruptcy Court approves the availability thereof following a final hearing.",False,,,False,True
planted_condition,HPP,0001482512-21-000018,2021-03-31,"In the event that AGEN2034 is not approved by the FDA by the end of 2021 and all Tokens are converted into Agenus stock, a total of 1.85 Million shares would be issued",False,,,False,False
planted_condition,BRO,0000079282-18-000035,2018-12-31,"AMC s ability to obtain additional liquidity, which if not realized or insufficient to generate the material amounts of additional liquidity that will be required unless it is able to achieve more normalized levels of operating revenues, likely would result with AMC seeking an in-court or out-of-court restructuring of its liabilities",False,,,False,True
planted_condition,ADMA,0001193805-21-000004,2021-01-31,"the impact of the 2017 and 2018 Northern California wildfires, including whether the Utility will be able to timely recover costs incurred in connection therewith in excess of the Utility's currently authorized revenue requirements",False,,,False,False
planted_condition,AHT,0001232582-20-000003,2020-02-29,The Company plans to proactively evaluate and cancel flights on a rolling 90-day basis until it sees signs of a recovery in demand.,False,,,False,False
planted_condition,NTRA,0001104659-22-046150,2022-06-30,"the consequences of the coronavirus outbreak to economic conditions and the travel industry in general and the financial position and operating results of our company in particular have been material, are changing rapidly, and cannot be predicted",False,,,False,False
planted_condition,JELD,0001674335-25-000003,2025-01-31,"In particular, the consequences of the COVID-19 outbreak to economic conditions and the travel industry in general and the financial position and operating results of the Company in particular have been material, are changing rapidly, and cannot be predicted.",False,,,False,True
planted_condition,APLD,0001144879-24-000125,2024-06-30,PSCo filed a request with the Colorado Public Utilities Commission (CPUC) to recover $263 million in weather-related electric costs and $287 million in incremental gas costs over 24 months with no financing charge.,False,,,False,False
planted_condition,AAP,0001193125-23-244749,2023-10-31,whether the Utility will satisfy the eligibility conditions to participate in the Wildfire Fund,False,,,False,False
planted_boilerplate,AGEN,0001193125-18-325489,2018-12-31,The forward-looking statements in this presentation represent Larimar&#x2019;s management&#x2019;s views only as of the date hereof.,False,,,False,False
planted_boilerplate,HELE,0000916789-22-000076,2022-12-31,"Words such as ""believes,"" ""anticipates,"" ""plans,"" ""expects,"" ""will,"" ""intends,"" ""potential,"" ""possible"" and similar expressions are intended to identify forward-looking statements.",False,,,False,True
